Decision-Maker,++,+,0,-,--,Target (Y/N),Based on,Confidence,Evidence items,Profile,Comments
Victor Currie (Reform UK) - Highlands and Islands,,x,,,,,"a motion signed, 3 months ago","moderate (motion sponsorship, human-confirmed meaning line)",3,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-19 MOTION CO-SIGNED S7M-00431: Congratulations to For Women Scotland on Landmark Su [+1: Put their name to congratulating For Women Scotland on the Supreme Court ruling that sex in the Equality Act 2] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Monica Lennon (Scottish Labour) - Glasgow,,,x,,,,no confirmed meaning line,n/a (activity only),16,,"2026-02-03 VOTE YES: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NOT VOTED: S6M-20611.1 (Business Programme) [absence/abstention -- not placed] | 2025-12-02 VOTE ABSTAIN: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-11-11 MOTION CO-SIGNED S6M-19665: Congratulating Evie, Poppy and Violet on Being Inclu [no meaning line -- not placed] | 2025-10-10 MOTION PROPOSED S6M-19317: Celebrating Margaret McAuley Rae During Scottish Wom [no meaning line -- not placed] | 2025-08-08 MOTION PROPOSED S6M-18495: Condemning the Rising Culture of Misogyny and Violen [no meaning line -- not placed] | 2025-06-19 VOTE NOT VOTED: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-06-19 MOTION CO-SIGNED S6M-18039: Congratulations to Braidhurst High School on Winning [no meaning line -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 VOTE NOT VOTED: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-02-17 MOTION PROPOSED S6M-16513: Congratulations to Lanarkshire Rape Crisis Centre on [no meaning line -- not placed] | 2024-11-29 MOTION PROPOSED S6M-15681: 20th Anniversary of Lanarkshire Rape Crisis [no meaning line -- not placed] | 2024-11-20 MOTION PROPOSED S6M-15561: ""Still Silent?"" - Scottish Trades Union Congress Rep [no meaning line -- not placed] | 2024-04-30 SPOKE: Abortion Ser"
Kate Nevens (Scottish Green Party) - Edinburgh and Lothians East,,,x,,,,no confirmed meaning line,n/a (activity only),6,,"2026-07-30 MOTION PROPOSED S7M-00772: EHRC Code of Practice Enforcement Risks Violations o [no meaning line -- not placed] | 2026-07-01 QUESTION S7W-01499: ""To ask the Scottish Government, should the Equality Act 2010: Draft Code of Practice for s"" [activity, not direction] | 2026-07-01 QUESTION S7W-01498: ""To ask the Scottish Government what discussions it (a) has had or (b) plans to have with t"" [activity, not direction] | 2026-07-01 QUESTION S7W-01497: ""To ask the Scottish Government whether it (a) has written or (b) plans to write to the Equ"" [activity, not direction] | 2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [no meaning line -- not placed]"
Malcolm Offord (Reform UK) - West Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),5,,"2026-06-25 SPOKE: First Minister’s Question Time ""Does the First Minister welcome the recent landmark legal ruling by Lady Ross on the case "" [activity, not direction] | 2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-24 SPOKE: Reform UK Priorities ""Our 17 MSPs will do the thinking, even if other members do not, and that is why Scotland n"" [activity, not direction] | 2026-06-22 MOTION PROPOSED S7M-00446: Scotland Needs Reform: Five Years to 2031 [no meaning line -- not placed] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]"
Holly Bruce (Scottish Green Party) - Glasgow Southside,,,x,,,,no confirmed meaning line,n/a (activity only),3,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [no meaning line -- not placed] | 2026-06-15 MOTION PROPOSED S7M-00356.5: Strengthening Scotland’s Partnership with the Third  [no meaning line -- not placed]
Iris Duane (Scottish Green Party) - Glasgow,,,x,,,,no confirmed meaning line,n/a (activity only),3,,2026-07-21 MOTION PROPOSED S7M-00703: Congratulating Sister's Against Cuts in Support of t [no meaning line -- not placed] | 2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [no meaning line -- not placed]
"Katie Hagmann (Scottish National Party) - Carrick, Cumnock and Doon Valley",,,x,,,,no confirmed meaning line,n/a (activity only),3,,2026-08-27 MOTION PROPOSED S7M-00990: ‘Part of the Job?’ Recognising Women Councillors’ Ex [no meaning line -- not placed] | 2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Kayleigh Kinross-O'Neill (Scottish Green Party) - Edinburgh and Lothians East,,,x,,,,no confirmed meaning line,n/a (activity only),3,,2026-08-26 MOTION PROPOSED S7M-00964: Hate Crime in Scotland 2026 [no meaning line -- not placed] | 2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [no meaning line -- not placed]
Laura Moodie (Scottish Green Party) - South Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),3,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [no meaning line -- not placed] | 2026-06-09 QUESTION S7O-00089: ""To ask the Scottish Government what action it is taking, through the education system, to "" [activity, not direction]"
Patricia Gibson (Scottish National Party) - Cunninghame South,,,x,,,,no confirmed meaning line,n/a (activity only),3,,2026-08-06 MOTION PROPOSED S7M-00810: Recognising the Importance of Preventing Violence Ag [no meaning line -- not placed] | 2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Q Manivannan (Scottish Green Party) - Edinburgh and Lothians East,,,x,,,,no confirmed meaning line,n/a (activity only),3,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [no meaning line -- not placed] | 2026-06-10 MOTION PROPOSED S7M-00317: Casteism in Scotland, the Cultural Richness of Anti- [no meaning line -- not placed]"
Yi-pei Chou Turvey (Scottish Liberal Democrats) - North East Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),3,,"2026-08-18 QUESTION S7W-02556: ""To ask the Scottish Government whether its strategy for tackling violence against women an"" [activity, not direction] | 2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]"
Adam Harley (Scottish Liberal Democrats) - Strathkelvin and Bearsden,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Alan Brown (Scottish National Party) - Kilmarnock and Irvine Valley,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
"Alex Kerr (Scottish National Party) - Hamilton, Larkhall and Stonehouse",,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Alison Thewliss (Scottish National Party) - Glasgow Central,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE NOT VOTED: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed]
Alyn Smith (Scottish National Party) - Stirling,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
"Andrew Baxter (Scottish Liberal Democrats) - Skye, Lochaber and Badenoch",,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Angela Ross (Reform UK) - Edinburgh and Lothians East,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
"Calum Kerr (Scottish National Party) - Midlothian South, Tweeddale and Lauderdale",,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Cara McKee (Scottish Green Party) - West Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [no meaning line -- not placed]
Colm Merrick (Scottish National Party) - Glasgow Anniesland,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
David Barratt (Scottish National Party) - Cowdenbeath,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
"David Green (Scottish Liberal Democrats) - Caithness, Sutherland and Ross",,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE NOT VOTED: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed]
David Linden (Scottish National Party) - Glasgow Baillieston and Shettleston,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
David Smith (Reform UK) - West Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Dawn Black (Scottish National Party) - Angus North and Mearns,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Donald MacKinnon (Scottish Labour) - Na h-Eileanan an Iar,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed]
Duncan Dunlop (Scottish Liberal Democrats) - South Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE NOT VOTED: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Gary Bouse (Scottish National Party) - Falkirk West,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Hannah Mary Goodlad (Scottish National Party) - Shetland Islands,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Heather Anderson (Scottish National Party) - Dundee City West,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Irshad Ahmed (Scottish Labour) - Edinburgh and Lothians East,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed]
Jack Middleton (Scottish National Party) - Aberdeen Central,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Jenny Young (Scottish Labour) - Central Scot and Lothians West,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed]
Joe Fagan (Scottish Labour) - South Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed]
Joe Long (Scottish Labour) - Mid Scotland and Fife,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed]
"Kate Campbell (Scottish National Party) - Edinburgh Eastern, Musselburgh and Tranent",,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Katherine Sangster (Scottish Labour) - Edinburgh and Lothians East,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE ABSTAIN: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [absence/abstention -- not placed]
Kirsten Oswald (Scottish National Party) - Eastwood,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Kristopher Leask (Scottish Green Party) - Highlands and Islands,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [no meaning line -- not placed]
Laura Mitchell (Scottish National Party) - Moray,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Lloyd Melville (Scottish National Party) - Angus South,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Mark Simpson (Reform UK) - North East Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE NO: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [no meaning line -- not placed] | 2026-06-16 VOTE NO: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Martyn Day (Scottish National Party) - Falkirk East and Linlithgow,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Michelle Campbell (Scottish National Party) - Renfrewshire North and Cardonald,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Morven-May MacCallum (Scottish Liberal Democrats) - Highlands and Islands,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Pauline Stafford (Scottish National Party) - Bathgate,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Sanne Dijkstra-Downie (Scottish Liberal Democrats) - Edinburgh Northern,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Simita Kumar (Scottish National Party) - Edinburgh South Western,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Stephen Flynn (Scottish National Party) - Aberdeen Deeside and North Kincardine,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE NOT VOTED: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [absence/abstention -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Stephen Gethins (Scottish National Party) - Dundee City East,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Steven Bonnar (Scottish National Party) - Uddingston and Bellshill,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
Zen Ghani (Scottish National Party) - Glasgow Cathcart and Pollok,,,x,,,,no confirmed meaning line,n/a (activity only),2,,2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed]
James Adams (Scottish Conservative and Unionist Party) - North East Scotland,,,x,,,,no confirmed meaning line,n/a (activity only),1,,2026-06-24 VOTE NOT VOTED: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [absence/abstention -- not placed]
Shirley-Anne Somerville (Scottish National Party) - Dunfermline,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",36,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [diverged from own party's majority] [no meaning line -- not placed] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-12-02 SPOKE: Violence against Women and Girls ""We need to be ambitious in the standards that we set for women’s and girls’ online safety,"" [activity, not direction] | 2025-12-01 MOTION PROPOSED S6M-19970: Uniting Local and National Efforts Across Sectors to [no meaning line -- not placed] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-05-01 SPOKE: General Question Time ""In 2021, the office of the chief statistician published guidance for public bodies in Scot"" [activity, not direction] | 2025-05-01 SPOKE: General Question Time ""I recognise the work that was undertaken to produce the independent report—the Sullivan re"" [activity, not direction] | 2025-04-22 SPOKE: Supreme Court Judgment ""The question of compatibility between the Gender Recognition Act 2004 and the Equality Act"" [activity, not direction] | 2"
Lorna Slater (Scottish Green Party) - Edinburgh Central,,,,x,,,"a vote, 9 months ago","strong (recorded vote, human-confirmed meaning line)",29,,"2026-06-24 VOTE YES: S7M-00446 (Scotland Needs Reform: Five Years to 2031) [diverged from own party's majority] [no meaning line -- not placed] | 2026-06-16 VOTE YES: S7M-00356.5 (Strengthening Scotland’s Partnership with the Th) [no meaning line -- not placed] | 2026-02-03 VOTE NO: S6M-20627 (Prostitution (Offences and Support) (Scotland) B) [diverged from own party's majority] [no meaning line -- not placed] | 2026-01-29 VOTE NO: S6M-20611.1 (Business Programme) [no meaning line -- not placed] | 2025-12-02 VOTE NO: S6M-19970.2 (Uniting Local and National Efforts Across Sector) [diverged from own party's majority] [-1: Voted down the amendment carrying Supreme Court sex-definition compliance and the grooming gangs inquiry call.] | 2025-06-19 VOTE NO: S6M-18016.1 (Progressing National Advisory Council on Women a) [diverged from own party's majority] [-1: Voted down the amendment demanding the Scottish Government stop conflating sex and gender after For Women Scot] | 2025-03-12 VOTE YES: S6M-16755 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [-1: Ratified the gutted text minutes after voting to strip the single-sex protections from it -- endorsing the dil] | 2025-03-12 VOTE ABSTAIN: S6M-16755.3 (Protecting Single-sex Spaces in the Public Secto) [diverged from own party's majority] [absence/abstention -- not placed] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces (Public Sector)"" [activity, not direction] | 2025-03-12 SPOKE: Single-sex Spaces (Public Sector) ""Single-sex Spaces "
